"Layer_1"	"Layer_2"	"Layer_3"
16.2516556291391	27.3211920529801	9.21854304635762
16.027027027027	25.6756756756757	17.3682432432432
8.82666666666667	27.8266666666667	8.65
9.42333333333333	28.6033333333333	7.27666666666667
11.3509933774834	20.4271523178808	24.887417218543
11.2785234899329	23.5167785234899	20.3791946308725
12.4478114478114	29.973063973064	7.88552188552189
11.0761589403974	26.523178807947	2.29139072847682
10.0704697986577	8.8489932885906	18.5302013422819
3.03050847457627	43.7389830508475	4.68813559322034
10.3211920529801	21.8741721854305	15.7582781456954
4.74333333333333	10.0066666666667	18
10.2274247491639	12.8561872909699	20.9531772575251
6.29333333333333	11.62	18.89
12.9033333333333	10.3	26.4233333333333
25.2458471760797	20.578073089701	0.54485049833887
11.7046979865772	26.4798657718121	7.37919463087248
16.7792642140468	27.7959866220736	10.5418060200669
10.3189368770764	20.7275747508306	22.3621262458472
10.26	27.3433333333333	16.0733333333333
13.996644295302	24.5906040268456	5.3255033557047
4.86577181208054	18.3590604026846	4.91275167785235
3.60666666666667	7.67333333333333	21.71
12.1428571428571	22.9767441860465	16.3023255813953
13.8154362416107	37.1778523489933	11.3020134228188
10.758389261745	28.6375838926174	3.68456375838926
3.89297658862876	8.46153846153846	14.9598662207358
13.0100334448161	27.6454849498328	9.9933110367893
11.6555183946488	34.7090301003344	3.8561872909699
9.26936026936027	27.996632996633	8.92592592592593
14.4883720930233	32.4717607973422	10.4817275747508
16.4865771812081	28.5	8.05704697986577
5.67774086378738	10.6112956810631	18.4385382059801
15.8394648829431	34.8862876254181	8.48829431438127
14.4785478547855	37.4884488448845	7.996699669967
27.9205298013245	22.7483443708609	10.7649006622517
4.78145695364238	11.1059602649007	14.1158940397351
6.35810810810811	4.89189189189189	1.86824324324324
11.817880794702	33.2086092715232	12.4337748344371
9.75084175084175	35.5723905723906	9.76430976430976
10.8223684210526	23.1217105263158	21.6776315789474
14.5681063122924	25.6976744186047	14.6810631229236
5.37919463087248	9.25838926174497	16.8959731543624
13.3960396039604	36.3333333333333	8.34983498349835
12.4451827242525	24.8770764119601	8.73421926910299
10.3737373737374	20.7171717171717	22.9427609427609
15.2233333333333	21.9766666666667	21.9333333333333
11.6544850498339	31.375415282392	7.85382059800664
3.07118644067797	5.91186440677966	10.2881355932203
13.2789115646259	21.8741496598639	21.7448979591837
9.68	25.8566666666667	16.2466666666667
14.6158940397351	30.1291390728477	7.81456953642384
8.56	32.1366666666667	1.48333333333333
9.04697986577181	29.0503355704698	2.66778523489933
11.9036544850498	37.0431893687708	7.07641196013289
8.15017064846416	35.2525597269625	7.81569965870307
14.27	24.6966666666667	4.35
12.9666666666667	30.6233333333333	2.25333333333333
11.8741496598639	38.4319727891156	11.4047619047619
12.4271523178808	35.8543046357616	7.04304635761589
18.9130434782609	14.9632107023411	4.69899665551839
9.34797297297297	10.6756756756757	24.847972972973
6.3953488372093	10.4352159468439	22.4385382059801
18.2240802675585	14.8996655518395	19.8795986622074
30.819397993311	31.0100334448161	7.64214046822742
2.54333333333333	6.09333333333333	20.2966666666667
9.71192052980132	27.6225165562914	9.19205298013245
5.89189189189189	31.6655405405405	3.08783783783784
8.36120401337793	32.1003344481605	7.60535117056856
9.55481727574751	7.14285714285714	16.2059800664452
9.98	30.0266666666667	9.45333333333333
9.75165562913907	30.6225165562914	7.26158940397351
9.03654485049834	28.5548172757475	7.3421926910299
14.685618729097	25.9665551839465	15.8729096989967
16.202657807309	16.3056478405316	7.81063122923588
4.17785234899329	10.5738255033557	17.4093959731544
3.80405405405405	31.8040540540541	10.8006756756757
14.4059405940594	24.2607260726073	17.3894389438944
17.8695652173913	28.5652173913043	14.7157190635452
6.81	14.9633333333333	21.2
11.438127090301	33.628762541806	11.2742474916388
2.79401993355482	43.9634551495017	4.72425249169435
3.47297297297297	7.76013513513514	21.3547297297297
12.6599326599327	39.6767676767677	5.12121212121212
9.84053156146179	36.8172757475083	10.9833887043189
9.52159468438538	18.4186046511628	22.6179401993355
10.7559322033898	11.4169491525424	15.9932203389831
11.248322147651	21.6711409395973	22.493288590604
10.1385135135135	30.3310810810811	8.43243243243243
11.4584717607973	24.9435215946844	7.01328903654485
11.5361842105263	25.0263157894737	19.3453947368421
10.0802675585284	20.7591973244147	24.6688963210702
16.1571906354515	34.1739130434783	8.66220735785953
6.14666666666667	10.3733333333333	17.7066666666667
15.6788079470199	25.5993377483444	5.98013245033113
3.83892617449664	8.27181208053691	18.8825503355705
6.01013513513514	15.6621621621622	23.7939189189189
3.90508474576271	9.85762711864407	20.0677966101695
12.7333333333333	44.15	5.85666666666667
10.9900332225914	20.8205980066445	25.5481727574751
12.8305084745763	28.3016949152542	3.76949152542373
25.0335570469799	34.1107382550336	8.15436241610738
6.30769230769231	34.0602006688963	9.1571906354515
16.3164983164983	21.4410774410774	12.037037037037
5.52525252525253	37.4747474747475	1.6026936026936
5.99006622516556	11.3609271523179	17.7649006622517
14.8215488215488	36.1010101010101	3.95286195286195
8.1980198019802	31.1650165016502	5.70627062706271
17.2425249169435	27.1627906976744	14.5681063122924
8.87333333333333	33.8966666666667	4.62666666666667
11.3861386138614	29.6435643564356	17.4983498349835
15.312292358804	36.9036544850498	8.52491694352159
9.46511627906977	30.0033222591362	9.2358803986711
10.0302013422819	22.3255033557047	19.4026845637584
4.54485049833887	8.19601328903654	21.4817275747508
10.8233333333333	23.03	15.0166666666667
10.5633333333333	20.5	22.9666666666667
12.1766666666667	28.8966666666667	9.28333333333333
19.2894736842105	26.9375	14.5296052631579
9.36333333333333	11.08	9.61666666666667
11.1860465116279	32.6013289036545	6.59800664451827
14.6047297297297	24.2195945945946	19.9054054054054
10.5533333333333	23.0466666666667	19.91
8.08053691275168	26.9161073825503	22.1275167785235
2.59666666666667	7.55333333333333	21.9966666666667
15.1346801346801	35.8080808080808	8.57239057239057
14.7209302325581	36.5415282392027	5.58803986710963
8.69435215946844	18.3056478405316	23.2990033222591
10.2937293729373	32.4092409240924	16.7491749174918
13.3915857605178	27.4466019417476	9.92233009708738
14.8870431893688	34.9235880398671	9.72425249169435
11.3006756756757	27.1790540540541	4.26689189189189
15.375415282392	29.641196013289	11.5016611295681
13.182119205298	34.8344370860927	14.2417218543046
9.94666666666667	34.2533333333333	7.54666666666667
13.7284768211921	34.887417218543	4.87748344370861
9.98310810810811	28.8851351351351	15.222972972973
26.2188552188552	32.1919191919192	10.4511784511785
11.4832214765101	8.58053691275168	6.14093959731544
12.5860927152318	34.9205298013245	7.02317880794702
4.32764505119454	7.82935153583618	20.80204778157
10.312292358804	28.0996677740864	9.65448504983389
7.7986577181208	19.4563758389262	27.0637583892617
16.0133333333333	31.2766666666667	12.4
15.3311258278146	31.4238410596026	9.7317880794702
10.8695652173913	22.2775919732441	24.3645484949833
8.12666666666667	28.2266666666667	7.11666666666667
11.4356435643564	47.1782178217822	2.03630363036304
4.12080536912752	8.74496644295302	19.2852348993289
11.8829431438127	24.1672240802676	8.51839464882943
9.93	25.6466666666667	13.6066666666667
10.5266666666667	21.15	23.3433333333333
19.734219269103	25.7940199335548	10.7774086378738
10.0033898305085	17.4542372881356	8.91864406779661
10.7441077441077	37.4713804713805	4.73063973063973
16.2059800664452	29.046511627907	10.8770764119601
9.75838926174497	22.5201342281879	19.2013422818792
4.9202657807309	9.99335548172757	21.6112956810631
9.68211920529801	20.8774834437086	24.8741721854305
0.0133333333333333	86.6	0
9.50166112956811	29.6777408637874	7.03322259136213
6.12286689419795	24.1877133105802	5.91808873720136
15.0033783783784	37.5608108108108	7.11148648648649
3.46621621621622	9.75337837837838	23.722972972973
11.3210702341137	9.87959866220736	22.8160535117057
9.30872483221476	29.9127516778523	10.3691275167785
5.87542087542088	34.0505050505051	3.77104377104377
10.5880398671096	27.1461794019934	11.2225913621262
10.3939393939394	21.1885521885522	23.2962962962963
25.78	32.15	4.55
24.5170068027211	19.1020408163265	0.80952380952381
4.46153846153846	8.77591973244147	20.4280936454849
7.51013513513514	31.1418918918919	7.06081081081081
9.34563758389262	37.5838926174497	7.38590604026846
17.705298013245	25.6854304635762	8.95695364238411
5.80333333333333	9.98666666666667	19.0566666666667
9.24832214765101	24.6610738255034	13.1476510067114
10.4882943143813	20.5250836120401	22
5.19933554817276	7.61794019933555	20.8770764119601
8.91776315789474	28.9407894736842	2.93092105263158
3.57	4.12333333333333	1.06
14.37	39.59	7.31333333333333
15.1993355481728	20.4883720930233	6.09634551495017
