"Layer_1"	"Layer_2"	"Layer_3"
3.5	6.57142857142857	27.0714285714286
3.5	8.25	16.9166666666667
12.4545454545455	10.2727272727273	7.54545454545455
8.08333333333333	11.75	16.4166666666667
6.8	10.6	15.1
4.83333333333333	9.66666666666667	21.25
8.58333333333333	20.3333333333333	16.0833333333333
10.4545454545455	13.0909090909091	9.18181818181818
6.25	11.1666666666667	17.25
3.15384615384615	7.92307692307692	22
3.08333333333333	6.08333333333333	13.5833333333333
13.4545454545455	12.5454545454545	18.6363636363636
6.5	7.91666666666667	24.4166666666667
4.18181818181818	10.6363636363636	16.7272727272727
6.08333333333333	9.58333333333333	21.9166666666667
4.08333333333333	7.25	21.6666666666667
6.08333333333333	11.5	15.8333333333333
3.91666666666667	10.1666666666667	18.8333333333333
8.5	14.5	8.33333333333333
3.35714285714286	7	26.3571428571429
2.78571428571429	6.35714285714286	21.7142857142857
1.41666666666667	9.58333333333333	16
12.7857142857143	13.2142857142857	19.2142857142857
1.91666666666667	2.41666666666667	4.75
10.7692307692308	16.9230769230769	11.8461538461538
7.90909090909091	11.9090909090909	15.6363636363636
5.21428571428571	31.4285714285714	0
3.72727272727273	7	21
14.5454545454545	6.72727272727273	25.9090909090909
3	10.7272727272727	14.1818181818182
4	8	18.6666666666667
3.27272727272727	9.54545454545454	24.8181818181818
6.41666666666667	7.75	24.8333333333333
18.8181818181818	12.7272727272727	18.8181818181818
7.83333333333333	24.5	9.08333333333333
13	16.1818181818182	24.1818181818182
2.33333333333333	8.25	17.3333333333333
3.5	10.9	16.8
18.7272727272727	5.63636363636364	17.6363636363636
9.75	10.8333333333333	20.75
4.5	7.75	26
5.92857142857143	20.8571428571429	25
5.09090909090909	6.36363636363636	24.9090909090909
12.5454545454545	6.81818181818182	17.4545454545455
5.90909090909091	8.90909090909091	28.7272727272727
3.42857142857143	9.28571428571429	17.7142857142857
4	8.81818181818182	20
4.75	7.75	28.8333333333333
17.7272727272727	16.8181818181818	2.18181818181818
0.333333333333333	11.0833333333333	0.166666666666667
9	19.9166666666667	9.25
3.66666666666667	7.5	17.5833333333333
23	7.83333333333333	9.33333333333333
7.25	11.1666666666667	14.25
20.6666666666667	13.75	18.9166666666667
4.90909090909091	8.09090909090909	16.6363636363636
12.2857142857143	24.5714285714286	18.6428571428571
4.25	10.25	20.5
3.75	8.41666666666667	21.25
5.35714285714286	10.7142857142857	17.6428571428571
3.58333333333333	8.83333333333333	27.6666666666667
3.16666666666667	7.5	22.4166666666667
6.35714285714286	9.14285714285714	14.5714285714286
4.33333333333333	9.16666666666667	17.6666666666667
7.58333333333333	9.75	27.5
3.63636363636364	7	24
9.72727272727273	24	24.3636363636364
8.83333333333333	11.5833333333333	14.25
5.71428571428571	11.0714285714286	20.7857142857143
6.83333333333333	10.25	15.6666666666667
7.58333333333333	14.0833333333333	20.4166666666667
2.58333333333333	9.5	18.1666666666667
5	13.6363636363636	22.0909090909091
4.66666666666667	8.91666666666667	16.75
18.9166666666667	15.1666666666667	2.83333333333333
3.75	7.83333333333333	19.1666666666667
5.5	31.1666666666667	2.08333333333333
3.69230769230769	6.23076923076923	24.3076923076923
4.91666666666667	10.6666666666667	20.5833333333333
6.91666666666667	12.1666666666667	13.0833333333333
8.84615384615385	11.3846153846154	18.8461538461538
7.66666666666667	9.75	22.5833333333333
4.08333333333333	10.5833333333333	17.4166666666667
5.33333333333333	9.5	25.75
16.25	7.58333333333333	14.5833333333333
2.18181818181818	22.0909090909091	1.27272727272727
9.16666666666667	10.8333333333333	20.9166666666667
4.27272727272727	9	22.3636363636364
12.1666666666667	22.1666666666667	21.9166666666667
4.38461538461539	11.4615384615385	21
6	15.1538461538462	27.4615384615385
8.58333333333333	13.6666666666667	9.08333333333333
4.25	9.25	19.4166666666667
15.7692307692308	16.7692307692308	7.23076923076923
8.54545454545454	23.6363636363636	4.90909090909091
4.91666666666667	9.16666666666667	23.75
5.90909090909091	9.63636363636364	23
5.08333333333333	8.08333333333333	22.8333333333333
10.7272727272727	22.0909090909091	10.3636363636364
15.0833333333333	22.4166666666667	16.5833333333333
9.25	26.3333333333333	8.83333333333333
15.5	29.9166666666667	10.4166666666667
11.6363636363636	23.2727272727273	14.9090909090909
11.9166666666667	19.9166666666667	26.25
10.1666666666667	19.8333333333333	24.8333333333333
10.8181818181818	26.2727272727273	22.9090909090909
10.25	20.6666666666667	26.4166666666667
6.64285714285714	19.5714285714286	27.8571428571429
13.6428571428571	24.8571428571429	17.7857142857143
18.6363636363636	15.0909090909091	11.9090909090909
16.8333333333333	25.0833333333333	16.5
10.2142857142857	23.6428571428571	22.5714285714286
15.9166666666667	38.5833333333333	7.25
8.36363636363636	23.0909090909091	23.3636363636364
8.91666666666667	23.75	20.4166666666667
11.7	26.1	20.4
10.75	25.6666666666667	21.1666666666667
12.6666666666667	19.6666666666667	21.9166666666667
13.0909090909091	35.5454545454545	12.6363636363636
6.75	41.0833333333333	4.75
9.66666666666667	21.9166666666667	22.9166666666667
13.6363636363636	28	9.45454545454546
21.3846153846154	25.6153846153846	9.23076923076923
10	25.6666666666667	22.3333333333333
9.69230769230769	20.3846153846154	24.7692307692308
10.5	43.5833333333333	8.33333333333333
14.3076923076923	23.4615384615385	20.3076923076923
10.1538461538462	21.3846153846154	24
13.75	25.8333333333333	18.6666666666667
10.5	26.9285714285714	22.3571428571429
18.5454545454545	27.9090909090909	12.8181818181818
16.25	27.0833333333333	15.9166666666667
7.33333333333333	18.1666666666667	27.5
3.90909090909091	11.8181818181818	26.2727272727273
4.92307692307692	29.7692307692308	7.84615384615385
12.7692307692308	25	8.53846153846154
7.25	33.0833333333333	3.58333333333333
14.25	30.8333333333333	7.83333333333333
8.66666666666667	29.3333333333333	6.25
19.5	23	2.41666666666667
10.75	33.5	7.91666666666667
12.3636363636364	21	19.6363636363636
8.07692307692308	23.2307692307692	23.1538461538462
9.72727272727273	22.7272727272727	19.6363636363636
6.14285714285714	17.5714285714286	16.7857142857143
8	26.7272727272727	18.6363636363636
10.7272727272727	20.0909090909091	23.7272727272727
9	21.7857142857143	26.2142857142857
6.36363636363636	18.8181818181818	16.6363636363636
